1.426803635240503354e-07,2.345520471180861932e-07,3.031158257726929151e-07,3.171795697198831476e-07,3.671431443308392772e-07,3.695330974551325198e-07,3.631519120972370729e-07,3.260737742039054865e-07,2.626261448313016444e-07,2.383167441166733624e-07
1.698101357305858983e-07,2.239468983589176787e-07,2.349812433521947241e-07,2.083064885027852142e-07,1.943948007010476431e-07,1.659516897234425414e-07,1.405899610062988359e-07,1.004752405719955277e-07,6.527844931270010420e-08,5.512110234917599882e-08
4.481451654214652081e-08,7.387821199245081516e-08,9.578577930824394571e-08,1.004979850449672085e-07,1.167770449228555663e-07,1.178619442043782328e-07,1.161064702159819717e-07,1.046096969048448955e-07,8.449683974731669878e-08,7.674130841905935085e-08
1.788695946913776424e-08,2.948724286966353247e-08,3.823128125191033178e-08,4.011207721532628057e-08,4.660959262992037111e-08,4.704261158394729136e-08,4.634194183950057777e-08,4.175319645582931116e-08,3.372549173263905686e-08,3.062999809344546520e-08
1.601367785042384639e-07,2.301172372654036735e-07,2.731640620368125383e-07,2.708657689254323486e-07,2.963818985790567240e-07,2.878398959182959516e-07,2.751888530383439502e-07,2.387020288097119192e-07,1.876280180113099050e-07,1.691923898761160672e-07
1.743362076922494452e-07,2.217942522975135944e-07,2.386790072250732919e-07,2.198430308908427833e-07,2.197168953443906503e-07,1.996480847310522222e-07,1.801876265972168767e-07,1.437190633168938803e-07,1.049560651722458715e-07,9.245432153193178237e-08
1.451545585950952955e-07,2.383930848282034276e-07,3.080632211549527710e-07,3.224381543986964971e-07,3.735563893769722199e-07,3.763872200579498895e-07,3.703704862800805131e-07,3.336115526053617941e-07,2.700835182167793391e-07,2.456943946071987739e-07
1.802222584501578240e-07,2.195684345451809349e-07,2.212030096870876150e-07,1.913661407115796464e-07,1.748000642010083538e-07,1.471151449550234247e-07,1.232793636063433951e-07,8.684971675165797933e-08,5.583477147297344345e-08,4.702460643102313043e-08
1.969197143125711591e-07,2.166486297028313857e-07,2.033683870195091004e-07,1.676445720022456953e-07,1.463304499793594005e-07,1.192769047975161811e-07,9.736722716979784309e-08,6.598407509272874449e-08,4.082410143269044056e-08,3.390272951264705625e-08
1.649277692195028067e-07,2.182977709708211478e-07,2.283506717049021972e-07,2.010609705394017510e-07,1.847097763629790279e-07,1.551604782434878871e-07,1.291228528543797438e-07,8.921664829131259467e-08,5.579313011594422278e-08,4.646788909212773433e-08
1.729576695197465597e-07,2.831289123150781961e-07,3.641360422079742420e-07,3.795359191371971974e-07,4.368643544694350567e-07,4.379354550110292621e-07,4.288542072572454344e-07,3.831204367088503204e-07,3.072325114317209227e-07,2.784194634841696825e-07
1.622979226567622391e-07,2.570296544490702217e-07,3.194544149209832540e-07,3.240907631152367685e-07,3.598113380576251075e-07,3.515249034080625279e-07,3.367174485902069137e-07,2.915698189553950215e-07,2.277652271232000203e-07,2.047549685357807903e-07
1.367519928408000851e-07,1.825791571263835067e-07,2.080615360000592773e-07,2.014839566299997387e-07,2.156503597916525905e-07,2.065212925117521081e-07,1.953277291022459394e-07,1.669136082682598499e-07,1.294238956006665831e-07,1.161301952379290015e-07
1.438637013961852062e-07,1.484818170638391166e-07,1.479348412658509915e-07,1.333179824314356665e-07,1.341534101584329619e-07,1.237463038705755025e-07,1.135825584697158774e-07,9.320009297653086833e-08,6.976801358860029723e-08,6.193080537286732579e-08
1.471750294967932859e-07,1.730354313167481450e-07,1.846343309352960205e-07,1.722981295415593195e-07,1.774221800587838516e-07,1.654413495089102071e-07,1.527780000287748408e-07,1.259910789030982414e-07,9.452126903397584101e-08,8.392854056182841305e-08
4.703585432253021281e-08,7.605994767345691798e-08,9.748430329636903480e-08,1.016570934098126600e-07,1.177020507725501375e-07,1.188267404472753697e-07,1.173580699287413154e-07,1.068662101033623912e-07,8.817121255333404406e-08,8.095231152083215420e-08
1.778916072225911194e-07,2.286248275140678743e-07,2.479241629771422595e-07,2.303866324382397579e-07,2.343989962128034676e-07,2.164376695645842119e-07,1.985311115504373447e-07,1.625825802875624504e-07,1.217203617898121593e-07,1.080699760791503650e-07
1.044902049329721194e-07,1.433466678690820117e-07,1.642624880560106249e-07,1.591590290672684205e-07,1.702880609855128569e-07,1.631433690363337519e-07,1.544773056139092660e-07,1.326473721974252840e-07,1.038791737073552213e-07,9.370067033387385891e-08
1.309387300807429710e-07,1.989752718145609833e-07,2.461984252022375586e-07,2.512119010589231038e-07,2.838683883510384476e-07,2.815964990077191032e-07,2.737635895755374804e-07,2.425468039746192517e-07,1.934372875211920473e-07,1.750395313138142228e-07
1.413773276226493181e-07,1.789757817505233106e-07,1.993899161334411474e-07,1.910523366177585558e-07,2.032375050475820899e-07,1.941984635323024122e-07,1.835454099818889517e-07,1.569362524378448143e-07,1.218581786588401883e-07,1.094204336027360114e-07
1.395415409888300928e-07,1.682122956481180154e-07,1.816267598542253836e-07,1.705155341369390953e-07,1.776058411451231223e-07,1.673590617201625719e-07,1.564571903145406395e-07,1.318672673278342700e-07,1.012494053043155873e-07,9.061488270845075021e-08
1.239286717691356898e-07,1.294697682396872551e-07,1.289827338268878520e-07,1.154331172870115552e-07,1.148893957747532113e-07,1.051209537195063604e-07,9.601937023262507864e-08,7.848228733564610593e-08,5.879089925997504906e-08,5.222979382324410835e-08
1.365243491591172642e-07,1.408396173019355047e-07,1.358668129114448675e-07,1.182114601760986261e-07,1.139524670179525856e-07,1.019381699052246404e-07,9.140894974279945018e-08,7.286781311677259509e-08,5.348687182049616240e-08,4.722470237084053224e-08
6.411816855234064860e-08,9.236173781346224132e-08,1.114522660827788059e-07,1.125056527939705120e-07,1.265054692112244084e-07,1.253472277085165842e-07,1.218873961761346436e-07,1.081607550190710754e-07,8.644141757940815296e-08,7.827873815813291003e-08
1.184501456918951590e-07,1.274615613056084840e-07,1.271466487651196076e-07,1.138082836860121461e-07,1.137256333549885312e-07,1.045601862870171317e-07,9.596311656423495151e-08,7.908180066351633286e-08,5.970807137600786518e-08,5.318197793258150341e-08
1.807857614721797290e-07,1.790573520565885701e-07,1.636717712472091080e-07,1.359231163178264978e-07,1.236973616869363468e-07,1.058666043718403671e-07,9.125538724674697733e-08,6.865045065751473885e-08,4.787868945754780725e-08,4.158384570018824888e-08
1.356984000722150085e-07,1.762670791549680871e-07,1.967071625585958827e-07,1.893694872023843345e-07,2.041724513901499449e-07,1.975312642343851621e-07,1.888907519287386094e-07,1.646154288437173818e-07,1.303304912880776101e-07,1.178737463192192081e-07
2.262416671783284983e-07,3.384710964837722713e-07,4.169383487351296935e-07,4.264051938207558123e-07,4.863161393586779013e-07,4.864966172135609668e-07,4.768160124513087794e-07,4.281708925191196613e-07,3.464186590917961439e-07,3.151997134409612045e-07
2.290109932800987735e-07,3.720883228197635617e-07,4.789877152688859496e-07,5.008296284358948469e-07,5.806053877677186392e-07,5.855230256202048622e-07,5.767213906437973492e-07,5.202223292144481093e-07,4.215526985262840753e-07,3.835388042716658674e-07
1.911539726506816805e-07,2.924237492152315099e-07,3.632344487414229661e-07,3.722721260146499844e-07,4.238828807956451783e-07,4.230076342537358869e-07,4.134308824177423958e-07,3.692939856136945309e-07,2.968972410144488094e-07,2.694438592243386665e-07
1.541587124620491522e-07,1.887136846789871925e-07,2.008038677558943164e-07,1.870657087010840769e-07,1.947485372966184514e-07,1.840775780692638364e-07,1.727175344967690762e-07,1.466681283091020305e-07,1.135759148951365205e-07,1.019909205979274702e-07
2.117569835036192671e-07,3.308868770091066835e-07,4.170874774445110234e-07,4.314153159157285700e-07,4.959194370712793898e-07,4.978926426701946184e-07,4.889478191216767300e-07,4.395819814817514271e-07,3.553930980615405133e-07,3.231350547139300033e-07
1.572284133999346523e-07,1.980957620162371313e-07,2.178584992407195386e-07,2.086176493776292773e-07,2.248799120252442663e-07,2.178889104698100709e-07,2.087336952172336169e-07,1.823499786723914440e-07,1.444263801886336296e-07,1.305415793240172206e-07
1.621890817204985069e-07,1.597943537490209565e-07,1.576475483489048202e-07,1.422494477765212650e-07,1.449770365979929920e-07,1.355111862721969374e-07,1.262813213998015271e-07,1.063738039874806418e-07,8.179556232335016830e-08,7.326092799075922812e-08
1.550603911937287194e-07,1.239851030732097570e-07,1.026986922170181060e-07,8.146930952079856070e-08,7.228025822314521065e-08,6.123895701648507384e-08,5.259804325419281668e-08,3.953127958311597467e-08,2.757766814909246023e-08,2.396500953238955844e-08
1.441628114662307780e-07,2.359419255526518100e-07,3.034415101410559146e-07,3.162970756420691032e-07,3.641825117028929526e-07,3.651766462553496240e-07,3.577110874175559729e-07,3.197235400875797495e-07,2.565183478964172537e-07,2.324976975387471612e-07
1.052682847557662171e-07,1.662529314216953935e-07,2.054467529433168238e-07,2.071951001880734111e-07,2.274494903531376622e-07,2.201117865752166836e-07,2.088379176257149084e-07,1.780398122264159610e-07,1.369772775206001825e-07,1.225290304773807293e-07
1.234528923532707267e-07,1.263445170707200305e-07,1.179430384468105331e-07,9.843876824788821978e-08,8.832397924152246560e-08,7.419001235575706232e-08,6.266807872634672094e-08,4.590257063341596222e-08,3.213949995028997364e-08,2.834159218423337734e-08
1.733311023599526379e-07,1.731652474745715153e-07,1.576323001017954084e-07,1.283066950463762623e-07,1.105031515180598944e-07,8.904763149075733963e-08,7.175522398483735742e-08,4.756727989274622814e-08,2.898651274563235347e-08,2.409164778782724170e-08
1.781811960199775058e-07,2.308160702568784473e-07,2.441665287733485457e-07,2.200521720396864112e-07,2.129265084249709616e-07,1.883726667983864900e-07,1.658614934285651543e-07,1.272193230761331506e-07,8.946368978968166630e-08,7.779066635293929721e-08
1.859233975665119942e-07,2.411222226328391116e-07,2.541472099437669385e-07,2.278055006854629028e-07,2.180292568709774059e-07,1.908964293306780746e-07,1.662817226133483928e-07,1.251564754056744277e-07,8.627900172086810926e-08,7.449447281260290765e-08
1.791686230490086018e-07,2.305734909668899490e-07,2.398493279542890377e-07,2.122897484468921903e-07,1.994993397147482028e-07,1.719270699140906800e-07,1.474330133532930631e-07,1.080264908637218468e-07,7.237542121174556087e-08,6.185275935877143638e-08
1.793163733054825570e-07,2.327846004845923744e-07,2.459984500546852360e-07,2.215867027643980691e-07,2.146316973039574805e-07,1.901858013297896832e-07,1.678316152720071841e-07,1.293224300980000407e-07,9.143948176415506168e-08,7.966733761577415862e-08
1.902115798202430597e-07,3.081084685163659742e-07,3.928020646526420023e-07,4.068251371336373268e-07,4.645561091365379980e-07,4.631425269963074243e-07,4.514459419624472503e-07,4.007232519143144600e-07,3.196462614596384810e-07,2.892038537538610399e-07
1.725331912894034758e-07,2.108643712972479989e-07,2.309235611619442352e-07,2.190683972003171220e-07,2.303493573663217830e-07,2.182699603281434975e-07,2.047449214614971424e-07,1.731247039060690440e-07,1.330982541958292131e-07,1.191382352772052400e-07
